unique_id,name,boro,geo_dist,projdesc,award,consttype,buildingid,building_address,city,zip_code,borough,latitude,longitude,community_board,community_council,bin,bbl,census_tract,nta,data_as_of,computed_region_efsh_h5xi,computed_region_f5dn_yrer,computed_region_yeji_bk3q,computed_region_92fq_4b7q,computed_region_sbqj_enih
2995,"I.S. 528 - MANHATTAN",M,6,"IPDVS INSTALLATIONS",999.999999,CIP,M528,"180 WADSWORTH AVENUE",Manhattan,11204,MANHATTAN,40.850510,-73.934485,112,10,1063928,1021640032,271,MN1202,1900-08-23,13091,47,4,39,22
2996,"P.S. 36 - BRONX",X,8,"ELECTRICAL WORK FOR A/C INITIATIVE",999.999999,CIP,X036,"1070 CASTLE HILL AVENUE",Bronx,11204,BRONX,40.829344,-73.850428,209,18,2026706,2038170001,78,BX0903,1900-08-23,11610,58,5,31,26
2997,"SUSAN E. WAGNER HS - STATEN ISLAND",R,31,"PATH OF TRAVEL LSP ROOM CONVERSION",999.999999,CIP,R460,"1200 MANOR ROAD","Staten Island",11204,"STATEN IS",40.596896,-74.124169,502,50,5146639,2147483647,181,SI0203,1900-08-23,10693,30,1,14,76
2998,"I.S. 492- BROOKLYN",K,13,"FY21 RESO A PLAYGROUND UPGRADE",999.999999,CIP,K305,"344 MONROE STREET",Brooklyn,11204,BROOKLYN,40.686076,-73.945229,303,36,3051458,2147483647,265,BK0301,1900-08-23,17618,69,2,49,51
2999,"SUCCESS ACADEMY CHARTER SCHOOL - BED-STUY 1",K,14,"PLAY YARD",999.999999,CIP,K033,"70 TOMPKINS AVENUE",Brooklyn,11204,BROOKLYN,40.697152,-73.946641,303,36,3048517,2147483647,257,BK0301,1900-08-23,17213,69,2,49,51
3000,"JULIA RICHMAN H.S.",M,2,"LL 41/16 COMPLIANCE  (005184) / LL 41/16 COMPLIANCE (002393) / LL 41/16 COMPLIANCE (002394) / LL 41/16 COMPLIANCE (002395) / LL 41/16 COMPLIANCE (002396) / LL 41/16 COMPLIANCE (002398) / LL 41/16 COMPLIANCE (002400) / LL 41/16 COMPLIANCE (002401) / LL 41",999.999999,CIP,M480,"317 EAST 67 STREET",Manhattan,11204,MANHATTAN,40.765359,-73.960059,108,5,1083343,1014420001,118,MN0801,1900-08-23,10090,23,4,1,11
3001,"P.S. 99 - QUEENS",Q,28,"PLAYGROUND UPGRADE",999.999999,CIP,Q099,"82-37 KEW GARDENS ROAD",Queens,11204,QUEENS,40.711419,-73.828628,409,29,4080168,2147483647,21601,QN0901,1900-08-23,24011,46,3,28,60
3002,"HARRY S. TRUMAN HS - X",X,11,"EXTERIOR MASONRY / ROOFS / WINDOWS",999.999999,CIP,X455,"750 BAYCHESTER AVENUE",Bronx,11204,BRONX,40.874088,-73.833904,210,12,2116159,2051410150,46205,BX1004,1900-08-23,12344,43,5,2,28
3003,"J.H.S. 194 - QUEENS",Q,25,"IPDVS INSTALLATIONS",999.999999,CIP,Q194,"154-60 17 AVENUE",Queens,11204,QUEENS,40.783650,-73.807838,407,19,4107342,2147483647,1029,QN0702,1900-08-23,14192,22,3,20,67
3004,"P.S. 253 - BROOKLYN",K,21,"ELECTRICAL WORK FOR A/C INITIATIVE / LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT",999.999999,CIP,K253,"601 OCEAN VIEW AVENUE",Brooklyn,11204,BROOKLYN,40.579607,-73.962071,313,48,3244470,2147483647,364,BK1303,1900-08-23,13826,21,2,15,35
3005,"P.S. 207 - BROOKLYN",K,22,"ELECTRICAL WORK FOR A/C INITIATIVE",999.999999,CIP,K207,"4011 FILLMORE AVENUE",Brooklyn,11204,BROOKLYN,40.613353,-73.930129,318,46,3239388,2147483647,652,BK1802,1900-08-23,13825,5,2,8,38
3006,"K053 SPED - BROOKLYN",K,32,"FY20 RESO A GYMNASIUM UPGRADE",999.999999,CIP,K384,"242 COOPER STREET",Brooklyn,11204,BROOKLYN,40.690353,-73.904803,304,37,3080043,2147483647,409,BK0402,1900-08-23,17214,42,2,37,53
3007,"P.S. 123 - QUEENS",Q,27,"EXTERIOR MASONRY / FLOOD ELIMINATION / PARAPETS / ROOFS / WINDOWS",999.999999,CIP,Q123,"145-01 119 AVENUE",Queens,11204,QUEENS,40.678296,-73.795620,412,28,4260828,2147483647,18402,QN1203,1900-08-23,24671,41,3,46,71
3008,"FORT HAMILTON HS - K",K,20,"LOW VOLTAGE ELECTRICAL SYSTEM",999.999999,CIP,K490,"8301 SHORE ROAD",Brooklyn,11204,BROOKLYN,40.627898,-74.039985,310,47,3152318,2147483647,46,BK1001,1900-08-23,17216,10,2,44,41
3009,"P.S. 57 - STATEN ISLAND",R,31,"FULL PROGRAM ACCESSIBILITY / LOW-VOLTAGE ELECTRICAL SYSTEMS",999.999999,CIP,R057,"140 PALMA DRIVE","Staten Island",11204,"STATEN IS",40.611508,-74.083177,501,49,5043519,2147483647,4004,SI0103,1900-08-23,10691,4,1,13,74
3010,"P.S. 117 - QUEENS",Q,28,"LSP DOMESTIC WATER HEATER",999.999999,CIP,Q117,"85-15 143RD STREET",Queens,11204,QUEENS,40.709463,-73.813376,408,24,4208040,2147483647,232,QN0805,1900-08-23,24670,25,3,24,65
3011,"P.S. 15 - BROOKLYN",K,15,"GAS LEAK",999.999999,CIP,K015,"71 SULLIVAN STREET",Brooklyn,11204,BROOKLYN,40.677343,-74.011558,306,38,3008585,2147483647,5301,BK0601,1900-08-23,13514,14,2,7,48
3012,"P.S. 188 - MANHATTAN",M,1,"LL 26-EXIT SIGNS",999.999999,CIP,M188,"442 EAST HOUSTON STREET",Manhattan,11204,MANHATTAN,40.719598,-73.977904,103,2,1004349,1003560100,20,MN0303,1900-08-23,11723,70,4,50,5
3013,"P.S. 47 - QUEENS",Q,27,"FIRE ALARM REPLACEMENT",999.999999,CIP,Q047,"9 POWER ROAD",Queens,11204,QUEENS,40.606353,-73.820445,414,32,4448968,2147483647,107201,QN1403,1900-08-23,20531,51,3,41,58
3014,"P.S. 91 - QUEENS",Q,24,"FY20 RESO A SUPPLEMENTAL COOLING",999.999999,CIP,Q091,"68-10 CENTRAL AVENUE",Queens,11204,QUEENS,40.703885,-73.884161,405,32,4089566,2147483647,625,QN0503,1900-08-23,15310,54,3,34,62
3015,"JAMES BALDWIN SCHOOL - MANHATTAN",M,2,"EXTERIOR MASONRY / FLOOD ELIMINATION / ROOFS",999.999999,CIP,M440,"351 WEST 18 STREET",Manhattan,11204,MANHATTAN,40.742867,-74.002136,104,3,1013096,1007420007,89,MN0401,1900-08-23,12074,12,4,10,6
3016,"P.S. 118 - QUEENS",Q,29,"LSP DOMESTIC WATER HEATER REPLACEMENT",999.999999,CIP,Q118,"190-20 109 ROAD",Queens,11204,QUEENS,40.703585,-73.765838,412,27,4233850,2147483647,504,QN1205,1900-08-23,15312,41,3,6,71
3017,"P.S. 17 - BROOKLYN",K,14,"FY19 RESO A AUDITORIUM UPGRADE",999.999999,CIP,K017,"208 NORTH 5 STREET",Brooklyn,11204,BROOKLYN,40.715351,-73.956716,301,34,3062337,2147483647,519,BK0102,1900-08-23,17613,36,2,30,57
3018,"I.S. 49 - STATEN ISLAND",R,31,"COVID VENTILATION",999.999999,CIP,R049,"101 WARREN STREET","Staten Island",11204,"STATEN IS",40.620347,-74.081643,501,49,5014184,2147483647,29,SI0102,1900-08-23,10691,4,1,13,74
3019,"P.S. 66 - BRONX",X,12,"ELECTRICAL WORK FOR A/C INITIATIVE",999.999999,CIP,X066,"1001 JENNINGS STREET",Bronx,11204,BRONX,40.831165,-73.887094,203,17,2010916,2030080001,157,BX0303,1900-08-23,11269,34,5,43,25
3020,"J.H.S. 194 - QUEENS",Q,25,ROOFS,999.999999,CIP,Q194,"154-60 17 AVENUE",Queens,11204,QUEENS,40.783650,-73.807838,407,19,4107342,2147483647,1029,QN0702,1900-08-23,14192,22,3,20,67
3021,"P.S. / I.S. 270 - QUEENS",Q,29,"EXTERIOR MASONRY / GYM FLOOR REPLACEMENT / GYM ROOF / PATH OF TRAVEL GYM FLOOR REPLACEMENT",999.999999,CIP,Q270,"233-15 MERRICK BOULEVARD",Queens,11204,QUEENS,40.674831,-73.736713,413,31,4529511,2147483647,618,QN1305,1900-08-23,24018,63,3,47,63
3022,"HS FOR LAW ENFORCEMENT - QUEENS",Q,28,"LSP- DOMESTIC HOT WATER HEATER",999.999999,CIP,Q690,"116-25 GUY R BREWER BOULEVARD",Queens,11204,QUEENS,40.686208,-73.784144,412,28,4464077,2147483647,278,QN1203,1900-08-23,24669,41,3,46,71
3023,"M079 SPED - MANHATTAN",M,5,"PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL",999.999999,CIP,M079,"55 EAST 120 STREET",Manhattan,11204,MANHATTAN,40.802419,-73.942634,111,9,1053968,1017470001,198,MN1102,1900-08-23,13093,7,4,36,16
3024,"ALFRED E. SMITH HS - X",X,7,"IPDVS CAMERA INSTALLATION",999.999999,CIP,X600,"333 EAST 151 STREET",Bronx,11204,BRONX,40.818232,-73.919867,201,17,2001874,2024110022,67,BX0102,1900-08-23,10929,49,5,43,23
3025,"Q752 SPED - QUEENS",Q,28,"EXTERIOR MASONRY / PARAPETS / REINFORCING SUPPORT ELEMENTS / ROOFS",999.999999,CIP,Q142,"142-10 LINDEN BOULEVARD",Queens,11204,QUEENS,40.684142,-73.801479,412,28,4259200,2147483647,192,QN1203,1900-08-23,24671,41,3,46,71
3026,"P.S. 57 - MANHATTAN",M,4,"FULL PROGRAM ACCESSIBILITY",999.999999,CIP,M057,"176 EAST 115 STREET",Manhattan,11204,MANHATTAN,40.797577,-73.941280,111,8,1083184,1016400139,182,MN1102,1900-08-23,12426,7,4,35,14
3027,"P.S. 183 - MANHATTAN",M,2,"FY19 RESO A SUPPLEMENTAL COOLING",999.999999,CIP,M183,"419 EAST 66 STREET",Manhattan,11204,MANHATTAN,40.763736,-73.958150,108,5,1045569,1014610007,116,MN0801,1900-08-23,10090,23,4,1,11
3028,"P.S. 117 - QUEENS",Q,28,"FY21 RESO A AUDITORIUM UPGRADE / PATH OF TRAVEL RESO A AUDITORIUM UPGRADE",999.999999,CIP,Q117,"85-15 143RD STREET",Queens,11204,QUEENS,40.709463,-73.813376,408,24,4208040,2147483647,232,QN0805,1900-08-23,24670,25,3,24,65
3029,"P.S. 169 - QUEENS",Q,25,Addition,999.999999,CAP,Q169,"18-25 212 STREET",Queens,11360,QUEENS,40.782248,-73.779063,407,19,4131147,2147483647,99704,QN0703,1900-08-23,14195,22,3,20,67
3030,"K372 SPED - BROOKLYN",K,15,"FY21 RESO A PLAYGROUND UPGRADE",999.999999,CIP,K834,"512 CARROLL STREET",Brooklyn,11204,BROOKLYN,40.676668,-73.985258,306,39,3007707,2147483647,11901,BK0601,1900-08-23,17617,14,2,27,50
3031,"THE JOAN SNOW PRE-K CENTER",K,22,"COVID VENTILATION",999.999999,CIP,K063,"1340 EAST 29 STREET",Brooklyn,11204,BROOKLYN,40.618450,-73.946330,314,45,3337357,2147483647,756,BK1403,1900-08-23,17217,60,2,26,43
3032,"P.S. 9 - MANHATTAN",M,3,"PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL / RPZ BACKFLOW PREVENTION DEVICES",999.999999,CIP,M009,"100 WEST 84 STREET",Manhattan,11204,MANHATTAN,40.785287,-73.973430,107,6,1032119,1012140029,169,MN0702,1900-08-23,12421,20,4,19,12
3033,"I.S. 217 - QUEENS",Q,28,"EXTERIOR MASONRY / PARAPETS / ROOFS",999.999999,CIP,Q217,"85-05 144 STREET",Queens,11204,QUEENS,40.710030,-73.812508,408,24,4208124,2147483647,232,QN0805,1900-08-23,24670,25,3,24,65
3034,"P.S. 81 - BRONX",X,10,"FY20 RESO A IPDVS CAMERA INSTALLATION",999.999999,CIP,X081,"5550 RIVERDALE AVENUE",Bronx,11204,BRONX,40.903553,-73.905229,208,11,2084806,2058501550,337,BX0803,1900-08-23,11609,48,5,40,33
3035,"P.S. 185 - BROOKLYN",K,20,"EXTERIOR MASONRY / FLOOD ELIMINATION / ROOFS",999.999999,CIP,K185,"8601 RIDGE BOULEVARD",Brooklyn,11204,BROOKLYN,40.623986,-74.033779,310,47,3153416,2147483647,60,BK1001,1900-08-23,17216,10,2,44,41
3036,"P.S. 40 - MANHATTAN",M,2,"FY22 RESO A LIBRARY UPGRADE / PATH OF TRAVEL RESO A LIBRARY UPGRADE",999.999999,CIP,M040,"320 EAST 20 STREET",Manhattan,11204,MANHATTAN,40.735751,-73.981655,106,2,1020513,1009250012,64,MN0602,1900-08-23,12073,71,4,50,7
3037,"P.S. 62 - QUEENS",Q,27,"LSP DOMESTIC WATER HEATER REPLACEMENT",999.999999,CIP,Q062,"97-25 108 STREET",Queens,11204,QUEENS,40.688577,-73.836162,409,29,4197909,2147483647,110,QN0903,1900-08-23,24015,46,3,46,60
3038,"P.S. 188 - BROOKLYN",K,21,"FY21 RESO A AUDITORIUM UPGRADE",999.999999,CIP,K188,"3314 NEPTUNE AVENUE",Brooklyn,11204,BROOKLYN,40.577217,-74.000194,313,47,3188726,2147483647,328,BK1302,1900-08-23,18184,21,2,45,35
3039,"P.S. 196 - BRONX",X,12,"(PHASE II) EXISTING SCHOOL RENOVATION WORK",999.999999,CIP,X077,"1250 WARD AVENUE",Bronx,11204,BRONX,40.830499,-73.877704,209,17,2000000,2037750025,54,BX0901,1900-08-23,11610,58,5,31,26
3040,"P.S. 20 - BRONX",X,10,"LSP DOMESTIC WATER HEATER REPLACEMENT",999.999999,CIP,X020,"3050 WEBSTER AVENUE",Bronx,11204,BRONX,40.870002,-73.878875,207,11,2086851,2033300001,425,BX0703,1900-08-23,11605,24,5,40,34
3041,"P.S. 111 - BRONX",X,11,"PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL",999.999999,CIP,X111,"3740 BAYCHESTER AVENUE",Bronx,11204,BRONX,40.884343,-73.840254,212,12,2065992,2049160001,48401,BX1202,1900-08-23,11275,29,5,2,30
3042,"HS OF ENTERPRISE, BUS. & TECH. - K",K,14,"FY18 RESO A IPDVS CAMERA INSTALLATION",999.999999,CIP,K450,"850 GRAND STREET",Brooklyn,11204,BROOKLYN,40.712184,-73.939722,301,34,3325733,2147483647,485,BK0104,1900-08-23,17613,36,2,30,56
3043,"P.S. 20 - QUEENS",Q,25,"EXTERIOR MASONRY / FLOOD ELIMINATION / PARAPETS / ROOFS",999.999999,CIP,Q020,"142-30 BARCLAY AVENUE",Queens,11204,QUEENS,40.758689,-73.824832,407,20,4114657,2147483647,855,QN0707,1900-08-23,14190,22,3,3,67
3044,"JOHN DEWEY HS - BROOKLYN",K,21,"EXTERIOR MASONRY / PARAPETS / PAVED AREAS- BLACKTOP / REPLACE UNDERGROUND COMBINATION FIRE/DOMESTIC WATER MAIN / ROOFS / WINDOWS",999.999999,CIP,K540,"50 AVENUE X",Brooklyn,11204,BROOKLYN,40.589268,-73.981738,313,47,3194998,2147483647,308,BK1301,1900-08-23,18183,21,2,45,35
3045,"I.S. 319 - QUEENS",Q,27,"FY18 RESO A ROOFTOP GREENHOUSE",999.999999,CIP,Q053,"10-45 NAMEOKE STREET",Queens,11204,QUEENS,40.603622,-73.749097,414,31,4298234,2147483647,103202,QN1401,1900-08-23,20529,51,3,47,59
3046,"THE URBAN ASSEMBLY SCHOOL FOR GREEN CAREERS",M,3,"BACKFLOW PREVENTER & WATER METER. / HVAC (BMS) WORK",999.999999,CIP,M470,"145 WEST 84 STREET",Manhattan,11204,MANHATTAN,40.785803,-73.974614,107,6,1032128,1012150001,169,MN0702,1900-08-23,12421,20,4,19,12
3047,"ADULT AND CONTINUING EDUCATION",K,13,"EXTERIOR MASONRY / FLOOD ELIMINATION / LOW VOLTAGE ELECTRICAL SYSTEMS / PARAPETS / ROOFS / VENTILATION / WINDOWS",999.999999,CIP,K743,"475 NOSTRAND AVENUE",Brooklyn,11204,BROOKLYN,40.681233,-73.949737,303,36,3053020,2147483647,249,BK0301,1900-08-23,17618,69,2,49,51
3048,"P.S. 232 - QUEENS",Q,27,"EXTERIOR MASONRY / LOW-VOLTAGE ELECTRICAL SYSTEM / PLANYC BOILER / PLANYC CLIMATE CONTROL / WATER INILTRATION",999.999999,CIP,Q232,"153-23 83 STREET",Queens,11204,QUEENS,40.665909,-73.851216,410,32,4247454,2147483647,6202,QN1003,1900-08-23,15314,62,3,41,64
3049,"P.S. 127 - BROOKLYN",K,20,"EXTERIOR MASONRY / PARAPETS / PHASE 3 VOLUNTARY ADA/ROOM CONVERSION WORK / PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL / ROOFS / WINDOWS",999.999999,CIP,K127,"922 78TH STREET",Brooklyn,11204,BROOKLYN,40.623762,-74.017799,310,38,3150481,2147483647,206,BK1002,1900-08-23,13511,10,2,44,41
3050,"ALFRED E. SMITH HS - X",X,7,"ELECTRICAL WORK FOR A/C INITIATIVE",999.999999,CIP,X600,"333 EAST 151 STREET",Bronx,11204,BRONX,40.818232,-73.919867,201,17,2001874,2024110022,67,BX0102,1900-08-23,10929,49,5,43,23
3051,"P.S. 287 - BROOKLYN",K,13,"PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL",999.999999,CIP,K287,"50 NAVY STREET",Brooklyn,11204,BROOKLYN,40.697901,-73.980540,302,35,3000203,2147483647,23,BK0202,1900-08-23,16865,68,2,48,54
3052,"P.S. 4 - STATEN ISLAND",R,31,"CHILLER COMPRESSOR REPLACEMENT",999.999999,CIP,R004,"200 NEDRA LANE","Staten Island",11204,"STATEN IS",40.552975,-74.194597,503,51,5079499,2147483647,17013,SI0303,1900-08-23,10699,15,1,9,77
3053,"P.S. 273 - QUEENS",Q,27,"LSP DOMESTIC WATER HEATER REPLACEMENT",999.999999,CIP,Q273,"88-07 102ND STREET",Queens,11204,QUEENS,40.693606,-73.844631,409,29,4539360,2147483647,28,QN0902,1900-08-23,24014,46,3,41,60
3054,"BERGTRAUM HS - MANHATTAN",M,2,"CAFETERIA UPGRADE",999.999999,CIP,M520,"411 PEARL STREET",Manhattan,11204,MANHATTAN,40.711442,-74.000851,101,1,1001388,1001130100,2901,MN0102,1900-08-23,13096,56,4,32,2
3055,"P.S. 48 - BRONX",X,8,"FY15 RESO A IPDVS CAMERA INSTALLATION",999.999999,CIP,X048,"1290 SPOFFORD AVENUE",Bronx,11204,BRONX,40.814425,-73.886953,202,17,2006680,2027660001,9301,BX0201,1900-08-23,12343,8,5,43,24
3056,"P.S. 63 - QUEENS",Q,27,"RTU REPLACEMENT",999.999999,CIP,Q063,"90-15 SUTTER AVENUE",Queens,11204,QUEENS,40.676410,-73.846773,410,32,4190727,2147483647,54,QN1002,1900-08-23,24013,62,3,41,64
3057,"I.S. 201 - BROOKLYN",K,20,"FY18 RESO A ROOM CONVERSION",999.999999,CIP,K201,"8010 12 AVENUE",Brooklyn,11204,BROOKLYN,40.618676,-74.012722,310,38,3162973,2147483647,166,BK1002,1900-08-23,13511,10,2,44,41
3058,"I.S. 61 - QUEENS",Q,24,"LSP DOMESTIC WATER HEATER REPLACEMENT",999.999999,CIP,Q061,"98-50 50 AVENUE",Queens,11204,QUEENS,40.742668,-73.863307,404,21,4046834,2147483647,44302,QN0402,1900-08-23,14510,66,3,21,68
3059,"P.S. 130 - QUEENS",Q,26,"DOMESTIC WATER HEATER REPLACEMENT / PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL",999.999999,CIP,Q130,"200-01 42 AVENUE",Queens,11204,QUEENS,40.759517,-73.784029,411,19,4137034,2147483647,1463,QN1101,1900-08-23,14196,26,3,20,69
3060,"I.S. @ 650 86TH STREET - BROOKLYN",K,20,New,999.999999,CAP,K322,"650  86TH STREET",Brooklyn,11228,BROOKLYN,40.618851,-74.021875,310,50,3153881,2147483647,152,BK1001,1900-08-23,13511,10,2,44,41
3061,"NEW DORP HS - STATEN ISLAND",R,31,"FY20 RESO A SCIENCE LAB UPGRADES",999.999999,CIP,R435,"465 NEW DORP LANE","Staten Island",11204,"STATEN IS",40.569393,-74.107737,502,50,5055367,2147483647,11204,SI9592,1900-08-23,10693,30,1,14,76
3062,"P.S. 179 - BROOKLYN",K,20,"PATH OF TRAVEL TCU REMOVAL / PLAYGROUND REDEVELOPMENT / TCU REMOVAL/PLAYGROUND REDEVELOPMENT",999.999999,CIP,K179,"202 AVENUE C",Brooklyn,11204,BROOKLYN,40.640463,-73.977642,312,39,3126001,2147483647,488,BK1203,1900-08-23,17620,2,2,27,39
3063,"P.S. @ 4513 8TH AVENUE - BROOKLYN",K,15,New,999.999999,CAP,K730,"4513 8TH AVENUE",Brooklyn,11220,BROOKLYN,40.643781,-74.000926,312,38,3011760,2147483647,9402,BK1201,1900-08-23,18180,2,2,7,39
3064,"P.S. 166 - MANHATTAN",M,3,"MASONRY / PARAPETS / ROOFS / WINDOWS",999.999999,CIP,M166,"132 WEST 89 STREET",Manhattan,11204,MANHATTAN,40.788865,-73.971847,107,6,1032308,1012190047,173,MN0702,1900-08-23,12421,20,4,19,15
3065,"P.S. 4 - BRONX",X,9,"RNWL SBHC / RNWL SBHC- ELECTRICAL UPGRADE / STH SBHC- MENTAL HEALTH SUITE",999.999999,CIP,X004,"1701 FULTON AVENUE",Bronx,11204,BRONX,40.840891,-73.898166,203,15,2009659,2029300001,165,BX0302,1900-08-23,10935,34,5,22,25
3066,"I.S. 73 - QUEENS",Q,24,"FY20 RESO A AUDITORIUM UPGRADE",999.999999,CIP,Q073,"70-02 54 AVENUE",Queens,11204,QUEENS,40.729215,-73.893624,405,30,4058611,2147483647,49302,QN0501,1900-08-23,14788,54,3,34,62
3067,"P.S. 195/196 - BRONX",X,12,Addition,999.999999,CAP,X077,"1250 WARD AVENUE",Bronx,10472,BRONX,40.830499,-73.877704,209,17,2000000,2037750025,54,BX0901,1900-08-23,11610,58,5,31,26
3068,"3K CENTER @ 841 FATHER CAPODANNO BOULEVARD - STATEN ISLAND",R,31,Lease,0.000000,CAP,R113,"841 FATHER CAPODANNO BOULEVARD","Staten Is",10305,"STATEN IS",40.575493,-74.083510,502,50,5110732,2147483647,11201,SI0202,1900-08-23,10692,30,1,14,76
3069,"UNIVERSITY NEIGHBORHOOD HS - M",M,1,"FY18 RESO A SAFETY SYSTEMS",999.999999,CIP,M446,"200 MONROE STREET",Manhattan,11204,MANHATTAN,40.712399,-73.984497,103,1,1003214,1002590044,202,MN0302,1900-08-23,11723,70,4,32,4
3070,"3K CENTER @ 63-57 FRESH POND ROAD - QUEENS",Q,24,Lease,999.999999,CAP,Q366,"63-57 FRESH POND ROAD",Queens,11385,QUEENS,40.710748,-73.899573,405,30,4087482,2147483647,61301,QN0502,1900-08-23,15310,54,3,34,62
3071,"I.S. 556 - BRONX",X,11,"EXTERIOR MASONRY / PARAPETS",999.999999,CIP,X135,"2441 WALLACE AVENUE",Bronx,11204,BRONX,40.862109,-73.864577,211,13,2051313,2044320001,330,BX1104,1900-08-23,11605,59,5,12,32
3072,"P.S. 3 - BROOKLYN",K,13,"EXTERIOR MASONRY / PARAPETS / ROOFS",999.999999,CIP,K003,"50 JEFFERSON AVENUE",Brooklyn,11204,BROOKLYN,40.682663,-73.955338,303,36,3057406,2147483647,227,BK0301,1900-08-23,17618,69,2,49,51
3073,"I.S. 131 - BRONX",X,8,"FY19 RESO A AUDITORIUM UPGRADE",999.999999,CIP,X131,"885 BOLTON AVENUE",Bronx,11204,BRONX,40.823460,-73.859647,209,18,2103869,2036440001,42,BX0902,1900-08-23,11611,58,5,31,26
3074,"Q075 SPED - QUEENS",Q,28,"LSP DOMESTIC WATER HEATER",999.999999,CIP,Q048,"155-02 108 AVENUE",Queens,11204,QUEENS,40.694119,-73.797003,412,28,4216099,2147483647,25401,QN1202,1900-08-23,24668,41,3,46,61
3075,"I.S. 54 - MANHATTAN",M,3,"PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL",999.999999,CIP,M054,"103 WEST 107 STREET",Manhattan,11204,MANHATTAN,40.800119,-73.962837,107,7,1055990,1018620011,193,MN0703,1900-08-23,12422,20,4,23,15
3076,"P.S. 251 - BROOKLYN",K,22,"ELECTRICAL WORK FOR A/C INITIATIVE",999.999999,CIP,K251,"1037 EAST 54 STREET",Brooklyn,11204,BROOKLYN,40.632524,-73.924417,318,45,3214729,2147483647,722,BK1801,1900-08-23,13825,5,2,8,38
3077,"P.S. 107 - QUEENS",Q,25,"LSP DOMESTIC WATER HEATER REPLACEMENT",999.999999,CIP,Q107,"167-02 45 AVENUE",Queens,11204,QUEENS,40.756013,-73.799706,407,19,4123454,2147483647,1195,QN0705,1900-08-23,14193,22,3,20,67
3078,"P.S. 94 - BRONX",X,10,"COVID VENTILATION",999.999999,CIP,X361,"268 EAST 211 STREET",Bronx,11204,BRONX,40.881564,-73.874800,207,11,2115241,2033560036,43102,BX0703,1900-08-23,11605,24,5,40,34
3079,"FIORELLO LAGUARDIA HS - MANHATTAN",M,3,"FIRE SPRINKLER SYSTEM / RPZ BACKFLOW PREVENTION DEVICES",999.999999,CIP,M485,"100 AMSTERDAM AVENUE",Manhattan,10314,MANHATTAN,40.773629,-73.985273,107,6,1030341,1011560030,15101,MN0701,1900-11-22,12420,20,4,19,12
3080,"P.S. 88 - QUEENS",Q,24,"LOW VOLTAGE ELECTRICAL SYSTEM",999.999999,CIP,Q088,"60-85 CATALPA AVENUE",Queens,10314,QUEENS,40.703779,-73.896374,405,30,4085173,2147483647,585,QN0502,1900-11-22,15310,54,3,34,62
3081,"I.S. 78 - BROOKLYN",K,22,"LSP HOT WATER  HEATER & VACUUM PUMP",999.999999,CIP,K078,"1420 EAST 68 STREET",Brooklyn,10314,BROOKLYN,40.621224,-73.912870,318,46,3236496,2147483647,69602,BK1802,1900-11-22,13825,5,2,8,38
3082,"P.S. 94 - QUEENS",Q,26,WINDOWS,999.999999,CIP,Q094,"41-77 LITTLE NECK PARKWAY",Queens,10314,QUEENS,40.771186,-73.739252,411,19,4169468,2147483647,1479,QN1103,1900-11-22,14505,26,3,20,69
3083,"3K CENTER @ 365 BAY STREET - STATEN ISLAND",R,31,Lease,999.999999,CAP,R105,"365 BAY STREET","Staten Is",10301,"STATEN IS",40.633326,-74.075253,501,49,5159763,2147483647,21,SI0102,1900-11-22,10691,4,1,13,74
3084,"AVIATION HS - QUEENS",Q,24,"IPDVS CAMERA INSTALLATION",999.999999,CIP,Q610,"45-30 36 STREET",Queens,10314,QUEENS,40.743509,-73.929076,402,26,4436685,2147483647,17902,QN0202,1900-11-22,16858,53,3,33,66
3085,"P.S. 102 - MANHATTAN",M,4,"PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL",999.999999,CIP,M102,"315 EAST 113 STREET",Manhattan,10314,MANHATTAN,40.794869,-73.938711,111,8,1081366,1016840101,180,MN1102,1900-11-22,12426,7,4,35,14
3086,"P.S. 2 - MANHATTAN",M,2,"EXTERIOR MASONRY / PARAPETS / ROOFS / SECURITY LIGHTING / WINDOWS",999.999999,CIP,M002,"122 HENRY STREET",Manhattan,10314,MANHATTAN,40.713273,-73.991339,103,1,1003248,1002730001,6,MN0301,1900-11-22,11723,70,4,32,4
3087,"INTERNATIONAL HIGH SCHOOL - K",K,21,"IPDVS CAMERA INSTALLATION",999.999999,CIP,K400,"2630 BENSON AVENUE",Brooklyn,10314,BROOKLYN,40.594291,-73.985770,313,47,3186454,2147483647,306,BK1301,1900-11-22,17616,21,2,45,35
3088,"THE URBAN ASSEMBLY BRONX ACADEMY OF LETTERS",X,7,"EXTERIOR MASONRY / FLOOD ELIMINATION / PARAPETS / ROOFS",999.999999,CIP,X183,"339 MORRIS AVENUE",Bronx,10314,BRONX,40.813641,-73.925313,201,8,2000957,2023330070,51,BX0101,1900-11-22,10929,49,5,35,23
